"","Unnamed: 0","index","Date (MM/DD/YYYY)","File","Gtype","Flight Time","Start Time","End Time","Landing","Start_Alt (ft MSL)","Max Altitude (ft MSL/ft AGL)","Surface Height (ft MSL)","Pressure Altitude (ft MSL)","Offset (ft)","Sensor Info","ENL_Engine_Run_Start_Times","MOP_Engine_Run_Start_Times","RPM_Engine_Run_Start_Times","ENL_Engine_Run_Altitudes_MSL","MOP_Engine_Run_Altitudes_MSL","RPM_Engine_Run_Altitudes_MSL","ENL_Engine_Run_Altitudes_AGL","MOP_Engine_Run_Altitudes_AGL","RPM_Engine_Run_Altitudes_AGL","ENL_Noise_Registration_Times","MOP_Noise_Registration_Times","RPM_Noise_Registration_Times","ENL_Noise_Registration_Altitudes_AGL","MOP_Noise_Registration_Altitudes_AGL","RPM_Noise_Registration_Altitudes_AGL","first_event_time","event_type","event_sensor","first_event_datetime","flight_start_datetime","window_start","window_end","engine_run_agls","altitude_rate_pre_event_window (ft/s)","distance_traveled_during_window (miles)","is_circling_during_pre_event_window","terrain_elev_at_engine_run (ft)","terrain_label_at_engine_run","Engine_Start_Above_1000ft","engine_run_times (s)","height_gain_loss (ft)","avg_speed_while_engine_running (knots)","min_speed_while_engine_running (knots)","max_speed_while_engine_running (knots)","All_Min_TAS_knots","All_Max_TAS_knots","All_Avg_TAS_knots","All_Post_Run_Min_TAS_knots","All_Post_Run_Max_TAS_knots","All_Post_Run_Avg_TAS_knots","Circling_Segment_Found","Min_Speed_While_Engine_Running_knots","Max_Speed_While_Engine_Running_knots","Avg_Speed_While_Engine_Running_knots","max_noise_ENL","max_noise_MOP","max_noise_RPM","Engine_Run_Start_Times","time_difference","Engine_Event_LessThan_5min_into_flight","Height_Gain_Indicator","All_Gain_For_Flight_Ind","Height_Loss_Indicator","All_Loss_For_Flight_Ind","Blue_Line_Speed_Success_Ind","successful_start"
"467","467","995","06/09/2010","069C4A41.IGC","Antares 20E","3:05:13","17:11:24","201637","HOME","298","5200[4777]","91","32","-59","Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=172704 and: 4192 msl [3841 agl]; Height gain/loss is: -383
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175016 and: 3389 msl [2989 agl]; Height gain/loss is: -171
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175556 and: 4337 msl [3944 agl]; Height gain/loss is: -128
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=175820 and: 4183 msl [3767 agl]; Height gain/loss is: -250
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180100 and: 3897 msl [3569 agl]; Height gain/loss is: -16
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=180236 and: 3854 msl [3513 agl]; Height gain/loss is: -465
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=192409 and: 2066 msl [1755 agl]; Height gain/loss is: -311
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=192737 and: 1620 msl [1309 agl]; Height gain/loss is: -302
Antares20E's ENL monitor reports Engine Run 6 minutes, starts at T=192929 and: 1187 msl [830 agl]; Height gain/loss is: 2730
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=200045 and: 3727 msl [3439 agl]; Height gain/loss is: -338
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=201325 and: 1433 msl [1125 agl]; Height gain/loss is: -1073
Antares20E Motor noise registered by ENL sensor at t=['171556', '171652', '171716', '171744', '172316', '172344', '172636', '172648', '172704', '172912', '173348', '173416', '173428', '173456', '173628', '173704', '174024', '174040', '174144', '174216', '174316', '174332', '174428', '174508', '174544', '174616', '174628', '174712', '174752', '174824', '174836', '174912', '175016', '175156', '175556', '175740', '175820', '180024', '180100', '180224', '180236', '180452', '180600', '180612', '180632', '180652', '180708', '180740', '181356', '181424', '181448', '181504', '181556', '181636', '181644', '181720', '182020', '182032', '182404', '182432', '182600', '182620', '184024', '184040', '184504', '184524', '185449', '185505', '185949', '190009', '191445', '191457', '191745', '191809', '191909', '191925', '192241', '192257', '192309', '192401', '192409', '192605', '192625', '192637', '192737', '192901', '192929', '193545', '193637', '193701', '194329', '194341', '194425', '194501', '194509', '194537', '194613', '194709', '194757', '194817', '195405', '195425', '195841', '195853', '195917', '195933', '200045', '200149', '200213', '200309', '200605', '200637', '200741', '200813', '201325', '201637'] and [2100, 2168, 2214, 2244, 3422, 3448, 3828, 3871, 3841, 3462, 3025, 3038, 3015, 3087, 3208, 3146, 3904, 3941, 3960, 3993, 3901, 3793, 3665, 3537, 3508, 3422, 3346, 3130, 3071, 3029, 2998, 2979, 2989, 2822, 3944, 3790, 3767, 3566, 3569, 3517, 3513, 2970, 2959, 2966, 2986, 2848, 2789, 2851, 3819, 3639, 3616, 3629, 3622, 3586, 3567, 3556, 3839, 3753, 3452, 3472, 3399, 3337, 4403, 4337, 4200, 4180, 3461, 3425, 3661, 3514, 3399, 3399, 2880, 2772, 2831, 2772, 2218, 2136, 2060, 1762, 1755, 1388, 1332, 1339, 1309, 964, 830, 3537, 3540, 3511, 3032, 3001, 3028, 2864, 2812, 2766, 2775, 2530, 2530, 2467, 4439, 4416, 3894, 3858, 3776, 3688, 3439, 3065, 2973, 2664, 2532, 2467, 2490, 2405, 1125, 42]AGL","201325.0","","","1433.0","","","1125.0","","","173348.0","","","3025.0","","","17:50:16","Engine_Run_Start","ENL","2010-06-09 17:50:16","1900-01-01 17:11:24","2010-06-09 17:45:16","2010-06-09 17:50:16","1125.0","-1.4266666666666667","8.399703517413329","False","296.8733925088501","Closed Forest","True","180","-1073","","","","48.9","77.6","69.2","","","","False","","","","996.0","","","20:13:25","03:02:01","0","0","0","1","0","1","0"
"468","468","996","06/11/2018","2018-06-11-CNI-232-01.IGC","ASH 31 MI","3:26:12","19:30:57","225709","HOME","1578","6660[5283]","481","544","63","ASH31mi18's ENL monitor reports Engine Run 10 minutes, starts at T=193057 and: 1578 msl [14 agl]; Height gain/loss is: 2030
ASH31mi18's ENL monitor reports Engine Run 7 minutes, starts at T=195001 and: 2001 msl [427 agl]; Height gain/loss is: 1965
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=220253 and: 2073 msl [774 agl]; Height gain/loss is: 2982
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=222357 and: 3398 msl [1834 agl]; Height gain/loss is: 883
ASH31mi18's ENL monitor reports Engine Run 6 minutes, starts at T=224125 and: 3093 msl [1611 agl]; Height gain/loss is: 191
ASH31mi18 Motor noise registered by ENL sensor at t=['193101', '194121', '195001', '195725', '220253', '221513', '222357', '223601', '224125', '224729'] and [14, 2037, 427, 2405, 774, 3632, 1834, 2720, 1611, 1782]AGL","193057.0","","","1578.0","","","14.0","","","193101.0","","","14.0","","","19:50:01","Engine_Run_Start","ENL","2018-06-11 19:50:01","1900-01-01 19:30:57","2018-06-11 19:45:01","2018-06-11 19:50:01","14.0","0.0","0.0900022803207632","False","1563.32026","Agriculture","False","600","2030","","","","47.1","94.8","78.2","45.5","94.8","74.9","True","","","","999.0","","","19:30:57","00:00:00","1","1","1","0","0","0","0"
"469","469","996","06/11/2018","2018-06-11-CNI-232-01.IGC","ASH 31 MI","3:26:12","19:30:57","225709","HOME","1578","6660[5283]","481","544","63","ASH31mi18's ENL monitor reports Engine Run 10 minutes, starts at T=193057 and: 1578 msl [14 agl]; Height gain/loss is: 2030
ASH31mi18's ENL monitor reports Engine Run 7 minutes, starts at T=195001 and: 2001 msl [427 agl]; Height gain/loss is: 1965
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=220253 and: 2073 msl [774 agl]; Height gain/loss is: 2982
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=222357 and: 3398 msl [1834 agl]; Height gain/loss is: 883
ASH31mi18's ENL monitor reports Engine Run 6 minutes, starts at T=224125 and: 3093 msl [1611 agl]; Height gain/loss is: 191
ASH31mi18 Motor noise registered by ENL sensor at t=['193101', '194121', '195001', '195725', '220253', '221513', '222357', '223601', '224125', '224729'] and [14, 2037, 427, 2405, 774, 3632, 1834, 2720, 1611, 1782]AGL","195001.0","","","2001.0","","","427.0","","","194121.0","","","2037.0","","","19:50:01","Engine_Run_Start","ENL","2018-06-11 19:50:01","1900-01-01 19:30:57","2018-06-11 19:45:01","2018-06-11 19:50:01","427.0","-0.7133333333333334","6.35073230822517","False","1563.32026","Agriculture","False","420","1965","","","","63.9","94.9","89.8","57.5","92.7","78.3","True","","","","999.0","","","19:50:01","00:19:04","0","1","1","0","0","0","1"
"470","470","996","06/11/2018","2018-06-11-CNI-232-01.IGC","ASH 31 MI","3:26:12","19:30:57","225709","HOME","1578","6660[5283]","481","544","63","ASH31mi18's ENL monitor reports Engine Run 10 minutes, starts at T=193057 and: 1578 msl [14 agl]; Height gain/loss is: 2030
ASH31mi18's ENL monitor reports Engine Run 7 minutes, starts at T=195001 and: 2001 msl [427 agl]; Height gain/loss is: 1965
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=220253 and: 2073 msl [774 agl]; Height gain/loss is: 2982
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=222357 and: 3398 msl [1834 agl]; Height gain/loss is: 883
ASH31mi18's ENL monitor reports Engine Run 6 minutes, starts at T=224125 and: 3093 msl [1611 agl]; Height gain/loss is: 191
ASH31mi18 Motor noise registered by ENL sensor at t=['193101', '194121', '195001', '195725', '220253', '221513', '222357', '223601', '224125', '224729'] and [14, 2037, 427, 2405, 774, 3632, 1834, 2720, 1611, 1782]AGL","220253.0","","","2073.0","","","774.0","","","195001.0","","","427.0","","","19:50:01","Engine_Run_Start","ENL","2018-06-11 19:50:01","1900-01-01 19:30:57","2018-06-11 19:45:01","2018-06-11 19:50:01","774.0","-0.8666666666666667","6.320671572220695","False","1280.9472481433106","Agriculture","False","720","2982","","","","45.1","85.2","59.4","45.5","90.9","61.7","True","","","","999.0","","","22:02:53","02:31:56","0","1","1","0","0","1","1"
"471","471","996","06/11/2018","2018-06-11-CNI-232-01.IGC","ASH 31 MI","3:26:12","19:30:57","225709","HOME","1578","6660[5283]","481","544","63","ASH31mi18's ENL monitor reports Engine Run 10 minutes, starts at T=193057 and: 1578 msl [14 agl]; Height gain/loss is: 2030
ASH31mi18's ENL monitor reports Engine Run 7 minutes, starts at T=195001 and: 2001 msl [427 agl]; Height gain/loss is: 1965
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=220253 and: 2073 msl [774 agl]; Height gain/loss is: 2982
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=222357 and: 3398 msl [1834 agl]; Height gain/loss is: 883
ASH31mi18's ENL monitor reports Engine Run 6 minutes, starts at T=224125 and: 3093 msl [1611 agl]; Height gain/loss is: 191
ASH31mi18 Motor noise registered by ENL sensor at t=['193101', '194121', '195001', '195725', '220253', '221513', '222357', '223601', '224125', '224729'] and [14, 2037, 427, 2405, 774, 3632, 1834, 2720, 1611, 1782]AGL","222357.0","","","3398.0","","","1834.0","","","195725.0","","","2405.0","","","19:50:01","Engine_Run_Start","ENL","2018-06-11 19:50:01","1900-01-01 19:30:57","2018-06-11 19:45:01","2018-06-11 19:50:01","1834.0","-1.0166666666666666","8.170230347167777","False","1549.3222229296875","Herbaceous vegetation","True","720","883","","","","52.6","95.0","74.2","45.0","89.7","68.2","True","","","","999.0","","","22:23:57","02:53:00","0","1","1","0","0","0","1"
"472","472","996","06/11/2018","2018-06-11-CNI-232-01.IGC","ASH 31 MI","3:26:12","19:30:57","225709","HOME","1578","6660[5283]","481","544","63","ASH31mi18's ENL monitor reports Engine Run 10 minutes, starts at T=193057 and: 1578 msl [14 agl]; Height gain/loss is: 2030
ASH31mi18's ENL monitor reports Engine Run 7 minutes, starts at T=195001 and: 2001 msl [427 agl]; Height gain/loss is: 1965
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=220253 and: 2073 msl [774 agl]; Height gain/loss is: 2982
ASH31mi18's ENL monitor reports Engine Run 12 minutes, starts at T=222357 and: 3398 msl [1834 agl]; Height gain/loss is: 883
ASH31mi18's ENL monitor reports Engine Run 6 minutes, starts at T=224125 and: 3093 msl [1611 agl]; Height gain/loss is: 191
ASH31mi18 Motor noise registered by ENL sensor at t=['193101', '194121', '195001', '195725', '220253', '221513', '222357', '223601', '224125', '224729'] and [14, 2037, 427, 2405, 774, 3632, 1834, 2720, 1611, 1782]AGL","224125.0","","","3093.0","","","1611.0","","","220253.0","","","774.0","","","19:50:01","Engine_Run_Start","ENL","2018-06-11 19:50:01","1900-01-01 19:30:57","2018-06-11 19:45:01","2018-06-11 19:50:01","1611.0","-1.096666666666667","7.479757265030132","False","1467.810349864502","Herbaceous vegetation","True","360","191","","","","53.7","86.3","67.4","46.4","92.1","64.4","True","","","","999.0","","","22:41:25","03:10:28","0","1","1","0","0","1","1"
"473","473","999","05/24/2016","2016-05-24-CNI-214-01.IGC","Taurus","3:09:19","15:57:45","190704","LOUT","1197","6112[5253]","365","884","0","Taurus's ENL monitor reports Engine Run 2 minutes, starts at T=161508 and: 2165 msl [620 agl]; Height gain/loss is: 1119
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=165804 and: 1568 msl [1063 agl]; Height gain/loss is: 3018
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=180008 and: 1233 msl [528 agl]; Height gain/loss is: 2290
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=181856 and: 1935 msl [1292 agl]; Height gain/loss is: 2697
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=184356 and: 2165 msl [640 agl]; Height gain/loss is: 3314
Taurus Motor noise registered by ENL sensor at t=['161508', '161740', '165804', '170516', '180008', '180724', '181856', '182512', '184356', '185108'] and [620, 1756, 1063, 3996, 528, 2405, 1292, 3855, 640, 4128]AGL","161508.0","","","2165.0","","","620.0","","","161508.0","","","620.0","","","16:58:04","Engine_Run_Start","ENL","2016-05-24 16:58:04","1900-01-01 15:57:45","2016-05-24 16:53:04","2016-05-24 16:58:04","620.0","-0.3233333333333333","5.813263425262388","False","1565.8429664404296","Closed Forest","False","120","1119","","","","61.7","79.5","67.0","45.1","68.3","60.1","True","","","","860.0","","","16:15:08","00:17:23","0","1","1","0","0","1","1"
"474","474","999","05/24/2016","2016-05-24-CNI-214-01.IGC","Taurus","3:09:19","15:57:45","190704","LOUT","1197","6112[5253]","365","884","0","Taurus's ENL monitor reports Engine Run 2 minutes, starts at T=161508 and: 2165 msl [620 agl]; Height gain/loss is: 1119
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=165804 and: 1568 msl [1063 agl]; Height gain/loss is: 3018
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=180008 and: 1233 msl [528 agl]; Height gain/loss is: 2290
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=181856 and: 1935 msl [1292 agl]; Height gain/loss is: 2697
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=184356 and: 2165 msl [640 agl]; Height gain/loss is: 3314
Taurus Motor noise registered by ENL sensor at t=['161508', '161740', '165804', '170516', '180008', '180724', '181856', '182512', '184356', '185108'] and [620, 1756, 1063, 3996, 528, 2405, 1292, 3855, 640, 4128]AGL","165804.0","","","1568.0","","","1063.0","","","161740.0","","","1756.0","","","16:58:04","Engine_Run_Start","ENL","2016-05-24 16:58:04","1900-01-01 15:57:45","2016-05-24 16:53:04","2016-05-24 16:58:04","1063.0","-1.0466666666666666","5.437594537530257","False","499.0479736627197","Deciduous Broadleaf","True","420","3018","","","","45.8","56.3","49.9","45.1","75.3","62.5","True","","","","885.0","","","16:58:04","01:00:19","0","1","1","0","0","0","0"
"475","475","999","05/24/2016","2016-05-24-CNI-214-01.IGC","Taurus","3:09:19","15:57:45","190704","LOUT","1197","6112[5253]","365","884","0","Taurus's ENL monitor reports Engine Run 2 minutes, starts at T=161508 and: 2165 msl [620 agl]; Height gain/loss is: 1119
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=165804 and: 1568 msl [1063 agl]; Height gain/loss is: 3018
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=180008 and: 1233 msl [528 agl]; Height gain/loss is: 2290
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=181856 and: 1935 msl [1292 agl]; Height gain/loss is: 2697
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=184356 and: 2165 msl [640 agl]; Height gain/loss is: 3314
Taurus Motor noise registered by ENL sensor at t=['161508', '161740', '165804', '170516', '180008', '180724', '181856', '182512', '184356', '185108'] and [620, 1756, 1063, 3996, 528, 2405, 1292, 3855, 640, 4128]AGL","180008.0","","","1233.0","","","528.0","","","165804.0","","","1063.0","","","16:58:04","Engine_Run_Start","ENL","2016-05-24 16:58:04","1900-01-01 15:57:45","2016-05-24 16:53:04","2016-05-24 16:58:04","528.0","-1.596666666666667","5.423299383097843","False","730.0592891394043","Open Forest","False","420","2290","","","","65.5","77.8","71.2","45.3","86.0","70.9","True","","","","935.0","","","18:00:08","02:02:23","0","1","1","0","0","0","1"
"476","476","999","05/24/2016","2016-05-24-CNI-214-01.IGC","Taurus","3:09:19","15:57:45","190704","LOUT","1197","6112[5253]","365","884","0","Taurus's ENL monitor reports Engine Run 2 minutes, starts at T=161508 and: 2165 msl [620 agl]; Height gain/loss is: 1119
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=165804 and: 1568 msl [1063 agl]; Height gain/loss is: 3018
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=180008 and: 1233 msl [528 agl]; Height gain/loss is: 2290
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=181856 and: 1935 msl [1292 agl]; Height gain/loss is: 2697
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=184356 and: 2165 msl [640 agl]; Height gain/loss is: 3314
Taurus Motor noise registered by ENL sensor at t=['161508', '161740', '165804', '170516', '180008', '180724', '181856', '182512', '184356', '185108'] and [620, 1756, 1063, 3996, 528, 2405, 1292, 3855, 640, 4128]AGL","181856.0","","","1935.0","","","1292.0","","","170516.0","","","3996.0","","","16:58:04","Engine_Run_Start","ENL","2016-05-24 16:58:04","1900-01-01 15:57:45","2016-05-24 16:53:04","2016-05-24 16:58:04","1292.0","-1.5133333333333334","5.728798695572006","False","676.4749558221436","Other","True","360","2697","","","","68.0","80.5","74.3","46.6","88.1","64.0","True","","","","892.0","","","18:18:56","02:21:11","0","1","1","0","0","0","1"
"477","477","999","05/24/2016","2016-05-24-CNI-214-01.IGC","Taurus","3:09:19","15:57:45","190704","LOUT","1197","6112[5253]","365","884","0","Taurus's ENL monitor reports Engine Run 2 minutes, starts at T=161508 and: 2165 msl [620 agl]; Height gain/loss is: 1119
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=165804 and: 1568 msl [1063 agl]; Height gain/loss is: 3018
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=180008 and: 1233 msl [528 agl]; Height gain/loss is: 2290
Taurus's ENL monitor reports Engine Run 6 minutes, starts at T=181856 and: 1935 msl [1292 agl]; Height gain/loss is: 2697
Taurus's ENL monitor reports Engine Run 7 minutes, starts at T=184356 and: 2165 msl [640 agl]; Height gain/loss is: 3314
Taurus Motor noise registered by ENL sensor at t=['161508', '161740', '165804', '170516', '180008', '180724', '181856', '182512', '184356', '185108'] and [620, 1756, 1063, 3996, 528, 2405, 1292, 3855, 640, 4128]AGL","184356.0","","","2165.0","","","640.0","","","180008.0","","","528.0","","","16:58:04","Engine_Run_Start","ENL","2016-05-24 16:58:04","1900-01-01 15:57:45","2016-05-24 16:53:04","2016-05-24 16:58:04","640.0","-1.9266666666666667","5.75724773717715","False","1389.8605631237792","Closed Forest","False","420","3314","","","","52.4","74.5","61.9","45.1","68.7","52.6","True","","","","918.0","","","18:43:56","02:46:11","0","1","1","0","0","1","1"
"478","478","1001","03/13/2022","2022-03-13-CNI-28W-02.IGC","ASW 27-18 E (ASG-29E)","2:11:36","20:34:09","224545","HOME","144","3907[3789]","44","-72","-116","ASG29Es's ENL monitor reports Engine Run 7 minutes, starts at T=223129 and: 872 msl [738 agl]; Height gain/loss is: 1732
ASG29Es Motor noise registered by ENL sensor at t=['223129', '223857'] and [738, 2450]AGL","223129.0","","","872.0","","","738.0","","","223129.0","","","738.0","","","22:31:29","Engine_Run_Start","ENL","2022-03-13 22:31:29","1900-01-01 20:34:09","2022-03-13 22:26:29","2022-03-13 22:31:29","738.0","-0.8533333333333334","4.785144730486211","False","130.40868420532226","Herbaceous vegetation","False","420","1732","","","","46.7","52.1","47.8","48.1","94.9","62.4","True","","","","999.0","","","22:31:29","01:57:20","0","1","1","0","0","0","0"
"479","479","1005","10/12/2015","2015-10-12-CNI-214-01.IGC","Taurus","0:41:43","17:33:59","181542","HOME","554","3372[2772]","169","219","50","Taurus's ENL monitor reports Engine Run 3 minutes, starts at T=174422 and: 1341 msl [508 agl]; Height gain/loss is: 1979
Taurus's ENL monitor reports Engine Run 3 minutes, starts at T=180326 and: 1833 msl [544 agl]; Height gain/loss is: 1415
Taurus Motor noise registered by ENL sensor at t=['174422', '174810', '180326', '180642'] and [508, 2720, 544, 2645]AGL","174422.0","","","1341.0","","","508.0","","","174422.0","","","508.0","","","18:03:26","Engine_Run_Start","ENL","2015-10-12 18:03:26","1900-01-01 17:33:59","2015-10-12 17:58:26","2015-10-12 18:03:26","508.0","-0.9533333333333334","5.282223446719895","False","797.9564471539306","Open Forest","False","180","1979","","","","61.6","68.8","64.4","45.0","59.9","52.6","False","","","","999.0","","","17:44:22","00:10:23","0","1","1","0","0","1","1"
"480","480","1005","10/12/2015","2015-10-12-CNI-214-01.IGC","Taurus","0:41:43","17:33:59","181542","HOME","554","3372[2772]","169","219","50","Taurus's ENL monitor reports Engine Run 3 minutes, starts at T=174422 and: 1341 msl [508 agl]; Height gain/loss is: 1979
Taurus's ENL monitor reports Engine Run 3 minutes, starts at T=180326 and: 1833 msl [544 agl]; Height gain/loss is: 1415
Taurus Motor noise registered by ENL sensor at t=['174422', '174810', '180326', '180642'] and [508, 2720, 544, 2645]AGL","180326.0","","","1833.0","","","544.0","","","174810.0","","","2720.0","","","18:03:26","Engine_Run_Start","ENL","2015-10-12 18:03:26","1900-01-01 17:33:59","2015-10-12 17:58:26","2015-10-12 18:03:26","544.0","-0.2433333333333333","5.490026247039136","True","1272.7682766235353","Deciduous Broadleaf","False","180","1415","","","","52.4","61.4","56.6","45.1","60.6","52.0","False","","","","999.0","","","18:03:26","00:29:27","0","1","1","0","0","1","1"
"481","481","1017","05/15/2019","2019-05-15-CNI-27G-01.IGC","VENTUS 3F","4:32:32","16:50:03","212235","HOME","492","6784[6450]","150","97","-53","Ventus3F's ENL monitor reports Engine Run 3 minutes, starts at T=211251 and: 889 msl [614 agl]; Height gain/loss is: 941
Ventus3F Motor noise registered by ENL sensor at t=['211251', '211643', '212203', '212223'] and [614, 1529, 69, 59]AGL","211251.0","","","889.0","","","614.0","","","211251.0","","","614.0","","","21:12:51","Engine_Run_Start","ENL","2019-05-15 21:12:51","1900-01-01 16:50:03","2019-05-15 21:07:51","2019-05-15 21:12:51","614.0","-0.4666666666666667","5.3280116282163466","False","285.19233354675293","Open Forest","False","180","941","","","","46.2","57.3","52.6","45.1","53.9","50.4","False","","","","790.0","","","21:12:51","04:22:48","0","1","1","0","0","1","1"
"482","482","1024","06/02/2015","2015-06-02-CNI-21D-01.IGC","DG-808 C","2:10:15","17:00:30","191045","HOME","298","3956[3658]","91","79","-12","DG808C's ENL monitor reports Engine Run 12 minutes, starts at T=173941 and: 3553 msl [3235 agl]; Height gain/loss is: -473
DG808C's ENL monitor reports Engine Run 10 minutes, starts at T=175245 and: 2913 msl [2648 agl]; Height gain/loss is: 33
DG808C's ENL monitor reports Engine Run 19 minutes, starts at T=180325 and: 3024 msl [2667 agl]; Height gain/loss is: -623
DG808C's ENL monitor reports Engine Run 12 minutes, starts at T=182249 and: 2395 msl [2094 agl]; Height gain/loss is: 902
DG808C's ENL monitor reports Engine Run 14 minutes, starts at T=183605 and: 3274 msl [2950 agl]; Height gain/loss is: 367
DG808C's ENL monitor reports Engine Run 4 minutes, starts at T=185149 and: 3412 msl [3189 agl]; Height gain/loss is: -66
DG808C's ENL monitor reports Engine Run 3 minutes, starts at T=185637 and: 3270 msl [2949 agl]; Height gain/loss is: -570
DG808C's ENL monitor reports Engine Run 1 minutes, starts at T=190009 and: 2582 msl [2271 agl]; Height gain/loss is: -237
DG808C's ENL monitor reports Engine Run 2 minutes, starts at T=190129 and: 2473 msl [2142 agl]; Height gain/loss is: -377
DG808C's ENL monitor reports Engine Run 3 minutes, starts at T=190421 and: 1912 msl [1630 agl]; Height gain/loss is: -699
DG808C Motor noise registered by ENL sensor at t=['173941', '175217', '175245', '180305', '180325', '182237', '182249', '183545', '183605', '185037', '185053', '185133', '185149', '185621', '185637', '185945', '190009', '190113', '190129', '190329', '190345', '190405', '190421', '190741', '190757', '190833', '190853', '190937', '191001'] and [3235, 2792, 2648, 2605, 2667, 2083, 2094, 2960, 2950, 3372, 3310, 3222, 3189, 3048, 2949, 2435, 2271, 2011, 2142, 1811, 1716, 1628, 1630, 905, 853, 643, 470, 141, 33]AGL","173941.0","","","3553.0","","","3235.0","","","173941.0","","","3235.0","","","17:52:45","Engine_Run_Start","ENL","2015-06-02 17:52:45","1900-01-01 17:00:30","2015-06-02 17:47:45","2015-06-02 17:52:45","3235.0","-0.2633333333333333","6.713268589781659","False","310.69338533691405","Agriculture","True","720","-473","","","","54.2","84.7","69.3","54.9","77.3","68.5","False","","","","999.0","","","17:39:41","00:39:11","0","0","0","1","0","1","0"
