"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime_x"	"flight_start_datetime"	"window_start"	"window_end"	"altitude rate of change during pre-event window(ft/s)"	"steady_descent_during_pre_event_window"	"is_circling_during_pre_event_window"	"distance_traveled_during_window (miles)"	"terrain_label_at_first_engine_event"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"engine_run_times (s)"	"height_gain_loss (ft)"	"terrain_elev_at_first_engine_event (ft)"	"first_engine_agl"	"Engine_Start_Above_1000ft"	"agl_all_events"	"first_event_datetime_y"	"num_engine_starts_below_1000ft_Alt"	"pct_engine_starts_below_1000ft_Alt"
"1820"	"03/18/2022"	"23IVAIK1.igc"	"VENTUS 3F"	"4:47:35"	"164045"	"212820"	"HOME"	"121"	"6059[5915]"	"37"	"-9"	"-46"	"Ventus3F18m's RPM monitor reports Engine Run 8 minutes, starts at T=211046 and: 1302 msl [1181 agl]; Height gain/loss is: 1056
Ventus3F18m Motor noise registered by MOP sensor at t=['211054', '211913'] and [1145, 2218]AGL"	""	""	"211046"	""	""	"1302"	""	""	"1181.0"	""	"211054,211913"	""	""	"1145.0,2218.0"	""	"211046"	"Engine_Run_Start"	"RPM"	"2022-03-18 21:10:46"	"1900-01-01 16:40:45"	"2022-03-18 21:05:46"	"2022-03-18 21:10:46"	"-1.6"	"Changing"	"False"	"8.355377973785213"	"Closed Forest, Other"	"53.93"	"46.21"	"59.39"	"[480]"	"[1056]"	"118.63"	"1181.0"	"True"	"1181.0"	"2022-03-18 21:10:46"	"0"	"0.0"
"1821"	"08/21/2021"	"18LVAA21.igc"	"ASG 32 MI"	"4:11:01"	"175946"	"221047"	"HOME"	"938"	"7106[6433]"	"286"	"276"	"-10"	"ASG32Mi's ENL monitor reports Engine Run 2 minutes, starts at T=175946 and: 931 msl [-6 agl]; Height gain/loss is: 968
ASG32Mi's ENL monitor reports Engine Run 1 minutes, starts at T=180633 and: 3021 msl [2054 agl]; Height gain/loss is: -3
ASG32Mi Motor noise registered by ENL sensor at t=['175947', '180243', '180633', '180741', '221021', '221023'] and [-6, 1004, 2054, 2038, 86, 86]AGL"	"175946,180633"	""	""	"931,3021"	""	""	"-6.0,2054.0"	""	""	"175947,180243,180633,180741,221021,221023"	""	""	"-6.00,1004.00,2054.00,2038.00,86.00,86.00"	""	""	"180633"	"Engine_Run_Start"	"ENL"	"2021-08-21 18:06:33"	"1900-01-01 17:59:46"	"2021-08-21 18:01:33"	"2021-08-21 18:06:33"	"1.51"	"Changing"	"False"	"5.608355554650236"	"Shrubs"	"77.43,58.71"	"68.42,53.17"	"82.67,70.44"	"[120, 60]"	"[968, -3]"	"970.22"	"2054.0"	"True"	"-6.0,2054.0"	"2021-08-21 18:06:33"	"1"	"50.0"
"1825"	"04/24/2019"	"94OV7R11.igc"	"ASW 27-18 E (ASG-29E)"	"4:15:18"	"165931"	"211449"	"HOME"	"423"	"5147[4797]"	"129"	"104"	"-25"	"ASG29E18m's ENL monitor reports Engine Run 8 minutes, starts at T=205156 and: 987 msl [463 agl]; Height gain/loss is: 2920
ASG29E18m Motor noise registered by ENL sensor at t=['205156', '210018', '211440', '211446'] and [463, 3415, 88, 72]AGL"	"205156"	""	""	"987"	""	""	"463.0"	""	""	"205156,210018,211440,211446"	""	""	"463.00,3415.00,88.00,72.00"	""	""	"205156"	"Engine_Run_Start"	"ENL"	"2019-04-24 20:51:56"	"1900-01-01 16:59:31"	"2019-04-24 20:46:56"	"2019-04-24 20:51:56"	"-1.09"	"Changing"	"False"	"4.902313206736804"	"Open Forest, Other"	"70.28"	"46.21"	"82.44"	"[480]"	"[2920]"	"519.49"	"463.0"	"False"	"463.0"	"2019-04-24 20:51:56"	"1"	"100.0"
"1826"	"08/14/2023"	"38EV7SK1.igc"	"EB29"	"3:24:50"	"183843"	"220333"	"HOME"	"938"	"8208[7320]"	"286"	"255"	"-31"	"EB29/25.3m's ENL monitor reports Engine Run 5 minutes, starts at T=183843 and: 931 msl [-9 agl]; Height gain/loss is: 2107
EB29/25.3m's ENL monitor reports Engine Run 5 minutes, starts at T=184418 and: 3034 msl [2116 agl]; Height gain/loss is: -443
EB29/25.3m's ENL monitor reports Engine Run 2 minutes, starts at T=185210 and: 2762 msl [1913 agl]; Height gain/loss is: 112
EB29/25.3m Motor noise registered by ENL sensor at t=['183844', '184412', '184418', '184921', '184931', '184935', '185029', '185054', '185210', '185503', '203130', '203132', '203156', '203157', '203747', '203748', '203832', '203834', '203955', '203956', '204051', '204052', '205530', '205532', '210519', '210520', '212116', '212117', '214804', '214805', '220240', '220242', '220253', '220254'] and [-9, 2123, 2116, 1745, 1801, 1834, 1896, 1903, 1913, 1956, 5447, 5483, 5410, 5446, 6171, 6187, 5847, 5817, 5712, 5722, 5361, 5377, 5683, 5669, 6480, 6496, 4702, 4695, 3563, 3567, 65, 62, 53, 53]AGL"	"183843,184418,185210"	""	""	"931,3034,2762"	""	""	"-9.0,2116.0,1913.0"	""	""	"183844,184412,184418,184921,184931,184935,185029,185054,185210,185503,203130,203132,203156,203157,203747,203748,203832,203834,203955,203956,204051,204052,205530,205532,210519,210520,212116,212117,214804,214805,220240,220242,220253,220254"	""	""	"-9.00,2123.00,2116.00,1745.00,1801.00,1834.00,1896.00,1903.00,1913.00,1956.00,5447.00,5483.00,5410.00,5446.00,6171.00,6187.00,5847.00,5817.00,5712.00,5722.00,5361.00,5377.00,5683.00,5669.00,6480.00,6496.00,4702.00,4695.00,3563.00,3567.00,65.00,62.00,53.00,53.00"	""	""	"184418"	"Engine_Run_Start"	"ENL"	"2023-08-14 18:44:18"	"1900-01-01 18:38:43"	"2023-08-14 18:39:18"	"2023-08-14 18:44:18"	"1.91"	"Changing"	"False"	"4.704958888084726"	"Herbaceous vegetation"	"40.96,55.09,54.27"	"0.00,43.26,45.89"	"51.25,67.69,74.78"	"[300, 300, 120]"	"[2107, -443, 112]"	"910.41"	"2116.0"	"True"	"-9.0,2116.0,1913.0"	"2023-08-14 18:44:18"	"1"	"33.33333333333333"
"1858"	"08/19/2021"	"18JVAA22.igc"	"ASG 32 MI"	"4:21:43"	"183308"	"225451"	"HOME"	"938"	"6161[5482]"	"286"	"273"	"-13"	"ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=183308 and: 938 msl [0 agl]; Height gain/loss is: 1010
ASG32Mi's ENL monitor reports Engine Run 2 minutes, starts at T=184028 and: 2555 msl [1620 agl]; Height gain/loss is: 335
ASG32Mi Motor noise registered by ENL sensor at t=['183309', '183622', '184028', '184236'] and [-2, 1056, 1620, 1962]AGL"	"183308,184028"	""	""	"938,2555"	""	""	"0.0,1620.0"	""	""	"183309,183622,184028,184236"	""	""	"-2.00,1056.00,1620.00,1962.00"	""	""	"184028"	"Engine_Run_Start"	"ENL"	"2021-08-19 18:40:28"	"1900-01-01 18:33:08"	"2021-08-19 18:35:28"	"2021-08-19 18:40:28"	"0.83"	"Changing"	"False"	"4.949523642254506"	"Shrubs"	"79.46,63.56"	"67.25,54.35"	"84.32,81.16"	"[180, 120]"	"[1010, 335]"	"938.3"	"1620.0"	"True"	"0.0,1620.0"	"2021-08-19 18:40:28"	"1"	"50.0"
"1861"	"06/02/2024"	"462V8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"3:34:48"	"165935"	"203423"	"HOME"	"285"	"4071[3714]"	"87"	"30"	"-57"	"ASG29E18m's ENL monitor reports Engine Run 1 minutes, starts at T=170537 and: 2040 msl [1729 agl]; Height gain/loss is: 325
ASG29E18m Motor noise registered by ENL sensor at t=['170537', '170722'] and [1729, 2054]AGL"	"170537"	""	""	"2040"	""	""	"1729.0"	""	""	"170537,170722"	""	""	"1729.00,2054.00"	""	""	"170537"	"Engine_Run_Start"	"ENL"	"2024-06-02 17:05:37"	"1900-01-01 16:59:35"	"2024-06-02 17:00:37"	"2024-06-02 17:05:37"	"1.46"	"Changing"	"False"	"6.590342957278961"	"Closed Forest, Evergreen Needleleaf"	"71.77"	"53.56"	"80.79"	"[60]"	"[325]"	"338.09"	"1729.0"	"True"	"1729.0"	"2024-06-02 17:05:37"	"0"	"0.0"
"1865"	"06/01/2024"	"461VAKJ1.igc"	"AS 33ES"	"3:06:40"	"203700"	"234340"	"HOME"	"4724"	"15718[9295]"	"1440"	"1412"	"-28"	"AS33-18's ENL monitor reports Engine Run 4 minutes, starts at T=233102 and: 6492 msl [1617 agl]; Height gain/loss is: 594
AS33-18 Motor noise registered by ENL sensor at t=['233102', '233540'] and [1617, 2159]AGL"	"233102"	""	""	"6492"	""	""	"1617.0"	""	""	"233102,233540"	""	""	"1617.00,2159.00"	""	""	"233102"	"Engine_Run_Start"	"ENL"	"2024-06-01 23:31:02"	"1900-01-01 20:37:00"	"2024-06-01 23:26:02"	"2024-06-01 23:31:02"	"-1.63"	"Changing"	"False"	"11.554017325074055"	"Herbaceous vegetation"	"76.95"	"65.79"	"86.90"	"[240]"	"[594]"	"4862.34"	"1617.0"	"True"	"1617.0"	"2024-06-01 23:31:02"	"0"	"0.0"
"1867"	"08/14/2023"	"38ev8mv1.igc"	"LS 10-ST"	"3:21:47"	"181944"	"214131"	"HOME"	"938"	"7788[6880]"	"286"	"244"	"-42"	"LS10-s-18's ENL monitor reports Engine Run 4 minutes, starts at T=212828 and: 3257 msl [2345 agl]; Height gain/loss is: 1159
LS10-s-18 Motor noise registered by ENL sensor at t=['212828', '213318'] and [2345, 3550]AGL"	"212828"	""	""	"3257"	""	""	"2345.0"	""	""	"212828,213318"	""	""	"2345.00,3550.00"	""	""	"212828"	"Engine_Run_Start"	"ENL"	"2023-08-14 21:28:28"	"1900-01-01 18:19:44"	"2023-08-14 21:23:28"	"2023-08-14 21:28:28"	"-1.92"	"Changing"	"False"	"8.980080528774824"	"Shrubs"	"52.65"	"46.66"	"101.53"	"[240]"	"[1159]"	"914.58"	"2345.0"	"True"	"2345.0"	"2023-08-14 21:28:28"	"0"	"0.0"
"1868"	"08/07/2021"	"187VAIK1.igc"	"VENTUS 3F"	"3:11:03"	"172825"	"203928"	"HOME"	"298"	"4540[4222]"	"91"	"50"	"-41"	"Ventus3F15m's RPM monitor reports Engine Run 10 minutes, starts at T=202222 and: 1850 msl [1536 agl]; Height gain/loss is: 1243
Ventus3F15m Motor noise registered by MOP sensor at t=['202226', '203304'] and [1529, 2812]AGL"	""	""	"202222"	""	""	"1850"	""	""	"1536.0"	""	"202226,203304"	""	""	"1529.0,2812.0"	""	"202222"	"Engine_Run_Start"	"RPM"	"2021-08-07 20:22:22"	"1900-01-01 17:28:25"	"2021-08-07 20:17:22"	"2021-08-07 20:22:22"	"-1.03"	"Changing"	"False"	"6.80446840859673"	"Herbaceous vegetation"	"55.48"	"43.14"	"74.96"	"[600]"	"[1243]"	"298.91"	"1536.0"	"True"	"1536.0"	"2021-08-07 20:22:22"	"0"	"0.0"
"1877"	"04/20/2021"	"14KVAGO2.igc"	"ASH 31 MI"	"2:28:14"	"181533"	"204347"	"HOME"	"442"	"6961[6388]"	"135"	"94"	"-41"	"ASH31/21m's ENL monitor reports Engine Run 4 minutes, starts at T=181533 and: 446 msl [20 agl]; Height gain/loss is: 2158
ASH31/21m's ENL monitor reports Engine Run 1 minutes, starts at T=183656 and: 1437 msl [1037 agl]; Height gain/loss is: 961
ASH31/21m Motor noise registered by ENL sensor at t=['181534', '181933', '183656', '183833', '204334', '204335', '204336', '204344'] and [16, 2145, 1037, 1926, 63, 66, 66, 72]AGL"	"181533,183656"	""	""	"446,1437"	""	""	"20.0,1037.0"	""	""	"181534,181933,183656,183833,204334,204335,204336,204344"	""	""	"16.00,2145.00,1037.00,1926.00,63.00,66.00,66.00,72.00"	""	""	"183656"	"Engine_Run_Start"	"ENL"	"2021-04-20 18:36:56"	"1900-01-01 18:15:33"	"2021-04-20 18:31:56"	"2021-04-20 18:36:56"	"-0.65"	"Changing"	"False"	"4.444159913787909"	"Closed Forest, Evergreen Needleleaf"	"72.78,70.28"	"49.51,51.30"	"84.10,88.83"	"[240, 60]"	"[2158, 961]"	"403.18"	"1037.0"	"True"	"20.0,1037.0"	"2021-04-20 18:36:56"	"1"	"50.0"
"1887"	"06/08/2024"	"468V8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"2:27:13"	"172308"	"195021"	"HOME"	"298"	"4455[4163]"	"91"	"71"	"-20"	"ASG29E18m's ENL monitor reports Engine Run 15 minutes, starts at T=192626 and: 984 msl [601 agl]; Height gain/loss is: 2542
ASG29E18m Motor noise registered by ENL sensor at t=['192626', '194142'] and [601, 3116]AGL"	"192626"	""	""	"984"	""	""	"601.0"	""	""	"192626,194142"	""	""	"601.00,3116.00"	""	""	"192626"	"Engine_Run_Start"	"ENL"	"2024-06-08 19:26:26"	"1900-01-01 17:23:08"	"2024-06-08 19:21:26"	"2024-06-08 19:26:26"	"-0.59"	"Changing"	"True"	"4.988770592152898"	"Agriculture"	"71.92"	"48.62"	"79.78"	"[900]"	"[2542]"	"384.89"	"601.0"	"False"	"601.0"	"2024-06-08 19:26:26"	"1"	"100.0"
"1890"	"03/20/2024"	"43KVAP11.igc"	"Twinshark"	"2:40:13"	"180140"	"204153"	"HOME"	"137"	"4481[4363]"	"42"	"-19"	"-61"	"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=201320 and: 1187 msl [1017 agl]; Height gain/loss is: 1716
Twinshark's ENL monitor reports Engine Run 6 minutes, starts at T=202210 and: 1696 msl [1595 agl]; Height gain/loss is: 2575
Twinshark Motor noise registered by ENL sensor at t=['201320', '201735', '201741', '201803', '202210', '202835', '202845', '202855', '204139', '204142'] and [1017, 2792, 2746, 2592, 1595, 4124, 4095, 4055, 62, 72]AGL"	"201320,202210"	""	""	"1187,1696"	""	""	"1017.0,1595.0"	""	""	"201320,201735,201741,201803,202210,202835,202845,202855,204139,204142"	""	""	"1017.00,2792.00,2746.00,2592.00,1595.00,4124.00,4095.00,4055.00,62.00,72.00"	""	""	"202210"	"Engine_Run_Start"	"ENL"	"2024-03-20 20:22:10"	"1900-01-01 18:01:40"	"2024-03-20 20:17:10"	"2024-03-20 20:22:10"	"-1.12"	"Changing"	"False"	"6.454704452791232"	"Wetland"	"75.25,75.84"	"36.51,47.37"	"83.10,82.59"	"[240, 360]"	"[1716, 2575]"	"110.55"	"1595.0"	"True"	"1017.0,1595.0"	"2024-03-20 20:22:10"	"0"	"0.0"
"1893"	"04/26/2024"	"44QV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"0:48:30"	"172528"	"181358"	"HOME"	"419"	"3208[2763]"	"128"	"22"	"-106"	"ASG29E18m's ENL monitor reports Engine Run 5 minutes, starts at T=173752 and: 1578 msl [1224 agl]; Height gain/loss is: 1184
ASG29E18m Motor noise registered by ENL sensor at t=['173752', '174350'] and [1224, 2421]AGL"	"173752"	""	""	"1578"	""	""	"1224.0"	""	""	"173752,174350"	""	""	"1224.00,2421.00"	""	""	"173752"	"Engine_Run_Start"	"ENL"	"2024-04-26 17:37:52"	"1900-01-01 17:25:28"	"2024-04-26 17:32:52"	"2024-04-26 17:37:52"	"-0.29"	"Changing"	"False"	"5.731245820132256"	"Closed Forest, Evergreen Needleleaf"	"69.65"	"52.97"	"84.56"	"[300]"	"[1184]"	"353.96"	"1224.0"	"True"	"1224.0"	"2024-04-26 17:37:52"	"0"	"0.0"
"1898"	"07/08/2021"	"178VACN1.igc"	"ASH 31 MI"	" 5:37:27"	"194331"	"12058"	"LOUT"	"4996"	"17477[12691]"	"1523"	"1476"	"-47"	"ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=194353 and: 5045 msl [36 agl]; Height gain/loss is: 926
ASH3118Mjune's ENL monitor reports Engine Run 1 minutes, starts at T=195050 and: 7135 msl [1693 agl]; Height gain/loss is: -32
ASH3118Mjune Motor noise registered by ENL sensor at t=['194335', '194344', '194353', '194631', '194648', '194710', '194801', '194812', '194836', '194856', '194915', '194924', '194929', '194934', '194948', '195020', '195027', '195043', '195050', '195215', '195221', '195242', '195301', '195303', '195333', '195338', '195348', '195351', '195409', '195415', '012033', '012034', '012049', '012053', '012054', '012056'] and [7, -2, 36, 985, 1033, 1040, 932, 1053, 1230, 1493, 1375, 1584, 1657, 1618, 1585, 1762, 1674, 1749, 1693, 1034, 1136, 1171, 1351, 1351, 1769, 1768, 1719, 1637, 1661, 1654, 75, 75, 79, 82, 82, 79]AGL"	"194353,195050"	""	""	"5045,7135"	""	""	"36.0,1693.0"	""	""	"194335,194344,194353,194631,194648,194710,194801,194812,194836,194856,194915,194924,194929,194934,194948,195020,195027,195043,195050,195215,195221,195242,195301,195303,195333,195338,195348,195351,195409,195415,12033,12034,12049,12053,12054,12056"	""	""	"7.00,-2.00,36.00,985.00,1033.00,1040.00,932.00,1053.00,1230.00,1493.00,1375.00,1584.00,1657.00,1618.00,1585.00,1762.00,1674.00,1749.00,1693.00,1034.00,1136.00,1171.00,1351.00,1351.00,1769.00,1768.00,1719.00,1637.00,1661.00,1654.00,75.00,75.00,79.00,82.00,82.00,79.00"	""	""	"195050"	"Engine_Run_Start"	"ENL"	"2021-07-08 19:50:50"	"1900-01-01 19:43:31"	"2021-07-08 19:45:50"	"2021-07-08 19:50:50"	"1.29"	"Changing"	"False"	"5.513275345545085"	"Shrubs"	"72.74,67.69"	"61.62,58.32"	"84.85,78.14"	"[120, 60]"	"[926, -32]"	"5453.95"	"1693.0"	"True"	"36.0,1693.0"	"2021-07-08 19:50:50"	"1"	"50.0"
"1905"	"06/17/2024"	"46HV6WG1.igc"	"ASH 31 MI"	" 4:13:24"	"194803"	"127"	"HOME"	"3694"	"11400[7181]"	"1126"	"1173"	"47"	"ASH31/18m's ENL monitor reports Engine Run 4 minutes, starts at T=194803 and: 3694 msl [7 agl]; Height gain/loss is: 1657
ASH31/18m's ENL monitor reports Engine Run 36 minutes, starts at T=231710 and: 5108 msl [1204 agl]; Height gain/loss is: 941
ASH31/18m Motor noise registered by ENL sensor at t=['194805', '195251', '231710', '235344', '000111', '000121'] and [10, 1674, 1204, 2332, 72, 85]AGL"	"194803,231710"	""	""	"3694,5108"	""	""	"7.0,1204.0"	""	""	"194805,195251,231710,235344,111,121"	""	""	"10.00,1674.00,1204.00,2332.00,72.00,85.00"	""	""	"231710"	"Engine_Run_Start"	"ENL"	"2024-06-17 23:17:10"	"1900-01-01 19:48:03"	"2024-06-17 23:12:10"	"2024-06-17 23:17:10"	"-0.84"	"Changing"	"False"	"4.636052500526155"	"Herbaceous vegetation"	"54.91,66.46"	"37.96,53.03"	"67.58,79.52"	"[240, 2160]"	"[1657, 941]"	"3909.23"	"1204.0"	"True"	"7.0,1204.0"	"2024-06-17 23:17:10"	"1"	"50.0"
"1917"	"07/08/2021"	"178V7R12.igc"	"ASW 27-18 E (ASG-29E)"	" 2:48:44"	"211726"	"610"	"LOUT"	"5029"	"17404[12323]"	"1533"	"1489"	"-44"	"ASG29E18m's ENL monitor reports Engine Run 16 minutes, starts at T=230904 and: 9209 msl [1188 agl]; Height gain/loss is: 3779
ASG29E18m Motor noise registered by ENL sensor at t=['230904', '232536'] and [1188, 5000]AGL"	"230904"	""	""	"9209"	""	""	"1188.0"	""	""	"230904,232536"	""	""	"1188.00,5000.00"	""	""	"230904"	"Engine_Run_Start"	"ENL"	"2021-07-08 23:09:04"	"1900-01-01 21:17:26"	"2021-07-08 23:04:04"	"2021-07-08 23:09:04"	"-1.5"	"Changing"	"False"	"8.758256913564605"	"Closed Forest, Evergreen Needleleaf"	"73.67"	"61.15"	"93.75"	"[960]"	"[3779]"	"8002.13"	"1188.0"	"True"	"1188.0"	"2021-07-08 23:09:04"	"0"	"0.0"
"1929"	"08/17/2021"	"18HVACN1.igc"	"ASH 31 MI"	"2:49:26"	"195304"	"224230"	"HOME"	"938"	"5961[5312]"	"286"	"298"	"12"	"ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=195326 and: 1089 msl [177 agl]; Height gain/loss is: 1794
ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=195555 and: 2949 msl [1998 agl]; Height gain/loss is: 1486
ASH3118Mjune Motor noise registered by ENL sensor at t=['195306', '195325', '195326', '195551', '195555', '195827', '195903', '195928', '224224', '224225'] and [0, 170, 177, 1958, 1998, 3540, 3783, 3989, 23, 19]AGL"	"195326,195555"	""	""	"1089,2949"	""	""	"177.0,1998.0"	""	""	"195306,195325,195326,195551,195555,195827,195903,195928,224224,224225"	""	""	"0.00,170.00,177.00,1958.00,1998.00,3540.00,3783.00,3989.00,23.00,19.00"	""	""	"195555"	"Engine_Run_Start"	"ENL"	"2021-08-17 19:55:55"	"1900-01-01 19:53:04"	"2021-08-17 19:50:55"	"2021-08-17 19:55:55"	"2.05"	"Changing"	"False"	"2.6116972078049017"	"Herbaceous vegetation"	"66.31,65.48"	"59.56,56.52"	"76.82,77.47"	"[120, 120]"	"[1794, 1486]"	"949.0"	"1998.0"	"True"	"177.0,1998.0"	"2021-08-17 19:55:55"	"1"	"50.0"
"1940"	"06/25/2024"	"46PVAYE1.igc"	"AS 33ES"	"4:29:56"	"183838"	"230834"	"HOME"	"3694"	"12952[8986]"	"1126"	"1100"	"-26"	"AS33Es18m's ENL monitor reports Engine Run 10 minutes, starts at T=223753 and: 4730 msl [626 agl]; Height gain/loss is: 2389
AS33Es18m Motor noise registered by ENL sensor at t=['223753', '224759', '230827'] and [626, 3018, 72]AGL"	"223753"	""	""	"4730"	""	""	"626.0"	""	""	"223753,224759,230827"	""	""	"626.00,3018.00,72.00"	""	""	"223753"	"Engine_Run_Start"	"ENL"	"2024-06-25 22:37:53"	"1900-01-01 18:38:38"	"2024-06-25 22:32:53"	"2024-06-25 22:37:53"	"-0.78"	"Changing"	"False"	"7.112930250524065"	"Herbaceous vegetation"	"73.18"	"47.79"	"81.12"	"[600]"	"[2389]"	"4101.23"	"626.0"	"False"	"626.0"	"2024-06-25 22:37:53"	"1"	"100.0"
"1942"	"07/04/2021"	"174VAAW1.igc"	"VENTUS 3M"	"4:08:39"	"192033"	"232912"	"LOUT"	"4990"	"17188[11955]"	"1521"	"1467"	"-54"	"Ventus3M032021's ENL monitor reports Engine Run 13 minutes, starts at T=192033 and: 4990 msl [-9 agl]; Height gain/loss is: 2746
Ventus3M032021's ENL monitor reports Engine Run 8 minutes, starts at T=224101 and: 7503 msl [1808 agl]; Height gain/loss is: 2034
Ventus3M032021 Motor noise registered by ENL sensor at t=['192034', '193419', '224101', '224918'] and [-3, 2730, 1808, 4948]AGL"	"192033,224101"	""	""	"4990,7503"	""	""	"-9.0,1808.0"	""	""	"192034,193419,224101,224918"	""	""	"-3.00,2730.00,1808.00,4948.00"	""	""	"224101"	"Engine_Run_Start"	"ENL"	"2021-07-04 22:41:01"	"1900-01-01 19:20:33"	"2021-07-04 22:36:01"	"2021-07-04 22:41:01"	"-0.76"	"Changing"	"False"	"8.762458605363937"	"Herbaceous vegetation"	"67.08,69.86"	"43.36,64.11"	"76.22,82.34"	"[780, 480]"	"[2746, 2034]"	"5753.52"	"1808.0"	"True"	"-9.0,1808.0"	"2021-07-04 22:41:01"	"1"	"50.0"
"1961"	"03/17/2023"	"33HV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"4:03:53"	"165526"	"205919"	"HOME"	"131"	"5449[5299]"	"40"	"-20"	"-60"	"ASG29E18m's ENL monitor reports Engine Run 2 minutes, starts at T=205353 and: 1617 msl [1480 agl]; Height gain/loss is: 502
ASG29E18m Motor noise registered by ENL sensor at t=['205353', '205618'] and [1480, 1988]AGL"	"205353"	""	""	"1617"	""	""	"1480.0"	""	""	"205353,205618"	""	""	"1480.00,1988.00"	""	""	"205353"	"Engine_Run_Start"	"ENL"	"2023-03-17 20:53:53"	"1900-01-01 16:55:26"	"2023-03-17 20:48:53"	"2023-03-17 20:53:53"	"-0.94"	"Changing"	"False"	"9.288019240085413"	"Closed Forest, Other"	"72.99"	"62.44"	"86.53"	"[120]"	"[502]"	"139.51"	"1480.0"	"True"	"1480.0"	"2023-03-17 20:53:53"	"0"	"0.0"
"1976"	"06/18/2024"	"46IV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"3:47:23"	"193145"	"231908"	"HOME"	"3694"	"14261[10131]"	"1126"	"1148"	"22"	"ASG29E15m's ENL monitor reports Engine Run 2 minutes, starts at T=231321 and: 5456 msl [1756 agl]; Height gain/loss is: 187
ASG29E15m Motor noise registered by ENL sensor at t=['231321', '231556'] and [1756, 1959]AGL"	"231321"	""	""	"5456"	""	""	"1756.0"	""	""	"231321,231556"	""	""	"1756.00,1959.00"	""	""	"231321"	"Engine_Run_Start"	"ENL"	"2024-06-18 23:13:21"	"1900-01-01 19:31:45"	"2024-06-18 23:08:21"	"2024-06-18 23:13:21"	"-1.54"	"Changing"	"False"	"10.046112159932653"	"Herbaceous vegetation"	"66.46"	"57.34"	"75.08"	"[120]"	"[187]"	"3700.47"	"1756.0"	"True"	"1756.0"	"2024-06-18 23:13:21"	"0"	"0.0"
"1982"	"05/27/2023"	"35RV8I72.igc"	"ASH 31 MI"	"4:09:00"	"191752"	"232652"	"HOME"	"2024"	"12729[10450]"	"617"	"624"	"7"	"ASH31/18m's ENL monitor reports Engine Run 3 minutes, starts at T=191752 and: 2024 msl [-2 agl]; Height gain/loss is: 1240
ASH31/18m's ENL monitor reports Engine Run 1 minutes, starts at T=192059 and: 3257 msl [1253 agl]; Height gain/loss is: 240
ASH31/18m's ENL monitor reports Engine Run 2 minutes, starts at T=192228 and: 3589 msl [1513 agl]; Height gain/loss is: 613
ASH31/18m Motor noise registered by ENL sensor at t=['191753', '192055', '192059', '192220', '192228', '192431', '192433', '192435', '202731', '202748', '202749', '202750', '220120', '220121', '232618', '232619', '232638', '232649'] and [-2, 1263, 1253, 1427, 1513, 2034, 2051, 2047, 2523, 2376, 2382, 2352, 4603, 4616, 263, 253, 63, 63]AGL"	"191752,192059,192228"	""	""	"2024,3257,3589"	""	""	"-2.0,1253.0,1513.0"	""	""	"191753,192055,192059,192220,192228,192431,192433,192435,202731,202748,202749,202750,220120,220121,232618,232619,232638,232649"	""	""	"-2.00,1263.00,1253.00,1427.00,1513.00,2034.00,2051.00,2047.00,2523.00,2376.00,2382.00,2352.00,4603.00,4616.00,263.00,253.00,63.00,63.00"	""	""	"192059"	"Engine_Run_Start"	"ENL"	"2023-05-27 19:20:59"	"1900-01-01 19:17:52"	"2023-05-27 19:15:59"	"2023-05-27 19:20:59"	"1.98"	"Changing"	"False"	"3.9830053168834274"	"Shrubs"	"72.57,71.59,68.44"	"61.17,65.67,52.28"	"90.24,79.37,88.90"	"[180, 60, 120]"	"[1240, 240, 613]"	"2013.64"	"1253.0"	"True"	"-2.0,1253.0,1513.0"	"2023-05-27 19:20:59"	"1"	"33.33333333333333"
