Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info
08/22/2024,4536-9240051887.igc,ArcusM, 5:36:34,183930,001604,HOME,931,9153[8402],284,245,-39,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=183930 and: 935 msl [-2 agl]; Height gain/loss is: 1991
ArcusM Motor noise registered by ENL sensor at t=['183931', '184538'] and [-2, 2044]AGL"
08/15/2024,4536-9241100359.igc,JS-1-21m,4:13:33,175138,220511,HOME,941,8474[6243],287,259,-28,"JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=175144 and: 931 msl [0 agl]; Height gain/loss is: 3081
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=185819 and: 4153 msl [3392 agl]; Height gain/loss is: 144
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=190102 and: 4032 msl [3304 agl]; Height gain/loss is: -361
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=190622 and: 3674 msl [3008 agl]; Height gain/loss is: 210
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=191207 and: 5751 msl [5072 agl]; Height gain/loss is: -975
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=192036 and: 4868 msl [4140 agl]; Height gain/loss is: 236
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=192424 and: 5446 msl [4695 agl]; Height gain/loss is: -627
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=193201 and: 4517 msl [3724 agl]; Height gain/loss is: -498
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=194756 and: 5541 msl [4118 agl]; Height gain/loss is: -1293
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=200835 and: 6184 msl [4587 agl]; Height gain/loss is: 443
JS-1-21m's MOP monitor reports Engine Run 11 minutes, starts at T=201603 and: 7250 msl [5581 agl]; Height gain/loss is: -1420
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=203029 and: 6673 msl [4780 agl]; Height gain/loss is: -719
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=203959 and: 5610 msl [3563 agl]; Height gain/loss is: 423
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=204252 and: 5541 msl [3402 agl]; Height gain/loss is: -190
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=210016 and: 5508 msl [3304 agl]; Height gain/loss is: -20
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=210758 and: 6676 msl [4534 agl]; Height gain/loss is: -860
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=211746 and: 6414 msl [4256 agl]; Height gain/loss is: -1270
JS-1-21m's MOP monitor reports Engine Run 20 minutes, starts at T=213023 and: 8034 msl [6073 agl]; Height gain/loss is: -3993
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=215449 and: 3822 msl [2582 agl]; Height gain/loss is: -2681
JS-1-21m Motor noise registered by MOP sensor at t=['175139', '180203', '184234', '185503', '185803', '185937', '190053', '190414', '190610', '190723', '191158', '191730', '191954', '192228', '192412', '193055', '193149', '193707', '193749', '194105', '194738', '195840', '200305', '200709', '200826', '201349', '201548', '202717', '203020', '203501', '203741', '204133', '204158', '204706', '204754', '205103', '205507', '205709', '210000', '210351', '210749', '211303', '211722', '212402', '213011', '215050', '215229', '215410', '215443', '220410', '220452'] and [-2, 3097, 4662, 2821, 3494, 3546, 3280, 2973, 3044, 3176, 5197, 4061, 4465, 4402, 4859, 4029, 3894, 2829, 2513, 2687, 4354, 2693, 4403, 4997, 4712, 4882, 5623, 3819, 4908, 3809, 4078, 4131, 3795, 3235, 2648, 2503, 2687, 2769, 3609, 3271, 4649, 3582, 4521, 3156, 5859, 2477, 2317, 2855, 2681, 190, 92]AGL"
08/12/2024,4536-9241100318.igc,EB29R, 6:19:57,175948,001945,HOME,931,8536[7365],284,251,-33,"EB29R's ENL monitor reports Engine Run 4 minutes, starts at T=175955 and: 938 msl [0 agl]; Height gain/loss is: 1850
EB29R Motor noise registered by ENL sensor at t=['175955', '180406'] and [0, 1863]AGL"
08/24/2024,4536-9241100515.igc,EB29RGBD,4:12:22,185449,230711,HOME,938,8307[7317],286,243,-43,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=185449 and: 928 msl [3 agl]; Height gain/loss is: 2178
EB29RGBD Motor noise registered by ENL sensor at t=['185450', '190036', '190039', '190040', '223219', '223222', '230642', '230643', '230646', '230654', '230704', '230706'] and [3, 2201, 2201, 2192, 5577, 5485, 72, 72, 88, 76, 79, 79]AGL"
08/23/2024,4536-9239003524.igc,JS-3-18m, 6:53:34,181210,010544,HOME,931,7723[7130],284,246,-38,"JS-3-18m's MOP monitor reports Engine Run 5 minutes, starts at T=181210 and: 931 msl [23 agl]; Height gain/loss is: 1575
JS-3-18m Motor noise registered by ENL sensor at t=['181211', '181226', '181606', '181614', '181620', '181626'] and [27, 65, 1230, 1185, 1220, 1290]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['181211', '181720'] and [27, 1578]AGL"
08/23/2024,4536-9241100495.igc,JS-1-21m, 5:34:36,182902,000338,HOME,931,8520[6789],284,247,-37,"JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=193923 and: 4645 msl [3927 agl]; Height gain/loss is: -121
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=203430 and: 4681 msl [4291 agl]; Height gain/loss is: 1172
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=203823 and: 5839 msl [5429 agl]; Height gain/loss is: -1702
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=214407 and: 6227 msl [5598 agl]; Height gain/loss is: -388
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=221007 and: 5666 msl [4771 agl]; Height gain/loss is: 242
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=222107 and: 6732 msl [5532 agl]; Height gain/loss is: 193
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=222624 and: 7040 msl [5656 agl]; Height gain/loss is: -820
JS-1-21m Motor noise registered by MOP sensor at t=['182903', '183434', '192929', '193421', '193816', '194124', '194815', '195203', '195356', '195720', '195829', '200135', '200528', '200944', '201234', '201606', '202241', '202515', '202921', '203012', '203134', '203208', '203414', '203658', '203813', '204505', '205413', '205753', '210639', '211019', '211408', '211437', '211547', '212421', '212925', '213437', '213719', '213831', '214353', '214724', '214831', '215301', '220915', '221257', '221335', '221608', '221721', '222011', '222054', '222339', '222558', '223058', '223119', '223555', '224206', '224406', '225755', '230009', '230331', '230910', '232537', '232838', '233524', '234008', '234743', '000312', '000327'] and [-26, 2224, 4393, 4141, 4085, 3754, 5137, 4951, 4655, 4144, 3980, 3779, 4573, 3986, 3389, 2527, 4128, 3983, 3595, 4049, 4619, 4531, 4383, 5473, 5525, 3649, 4905, 4305, 4967, 4380, 6240, 6083, 5735, 4052, 6257, 4807, 4206, 4153, 5768, 5206, 4465, 3458, 5013, 4914, 4439, 4189, 4722, 6096, 5581, 5630, 6043, 4751, 4282, 3313, 3208, 2953, 5666, 5358, 5706, 4567, 4702, 4298, 6214, 5561, 4797, 69, 85]AGL"
08/24/2024,4536-9240051912.igc,ArcusM,3:51:28,185640,224808,HOME,948,8530[7973],289,240,-49,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=185640 and: 944 msl [19 agl]; Height gain/loss is: 2169
ArcusM Motor noise registered by ENL sensor at t=['185641', '190257', '224750', '224751'] and [23, 2231, 92, 96]AGL"
08/20/2024,4536-9240051848.igc,ArcusM, 5:05:39,194012,004551,HOME,948,9471[7195],289,256,-33,"ArcusM Motor noise registered by ENL sensor at t=['003859', '004038'] and [1115, 1821]AGL"
08/22/2024,4536-9239003488.igc,JS3-18m, 6:48:46,180417,005303,HOME,944,13038[10371],288,266,-22,"JS3-18m's MOP monitor reports Engine Run 7 minutes, starts at T=3606 and: 1584 msl [394 agl]; Height gain/loss is: 1057
JS3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=4829 and: 1476 msl [509 agl]; Height gain/loss is: 289
JS3-18m Motor noise registered by MOP sensor at t=['003606', '004319', '004829', '005019'] and [394, 1559, 509, 860]AGL"
08/19/2024,4536-9239003383.igc,AS33Es18m,5:57:52,173650,233442,HOME,944,8175[7520],288,239,-49,"AS33Es18m's ENL monitor reports Engine Run 4 minutes, starts at T=173650 and: 977 msl [69 agl]; Height gain/loss is: 1906
AS33Es18m Motor noise registered by ENL sensor at t=['173651', '174119'] and [69, 1958]AGL"
08/28/2024,4536-9239003638.igc,JS-3-18m,3:40:24,180346,214410,HOME,944,6505[5994],288,227,-61,"JS-3-18m's MOP monitor reports Engine Run 26 minutes, starts at T=203707 and: 1227 msl [420 agl]; Height gain/loss is: 2109
JS-3-18m Motor noise registered by ENL sensor at t=['214403', '214404'] and [105, 105]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['203552', '203603', '203707', '210309'] and [538, 548, 420, 2769]AGL"
08/14/2024,4536-9240051762.igc,ArcusM,3:30:20,190905,223925,HOME,925,7680[6296],282,268,-14,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=190905 and: 931 msl [0 agl]; Height gain/loss is: 2041
ArcusM Motor noise registered by ENL sensor at t=['190906', '191448'] and [0, 2080]AGL"
08/14/2024,4536-9240051774.igc,ASG32Mi,5:24:20,173204,225624,HOME,925,7706[6148],282,245,-37,"ASG32Mi's ENL monitor reports Engine Run 5 minutes, starts at T=173204 and: 931 msl [0 agl]; Height gain/loss is: 1946
ASG32Mi Motor noise registered by ENL sensor at t=['173205', '173730', '215003', '215004', '220636', '220637', '222612', '222613'] and [0, 1982, 5440, 5485, 3320, 3327, 2979, 2963]AGL"
08/21/2024,4536-9240051871.igc,ArcusM, 4:49:10,194349,003259,HOME,938,13251[10863],286,243,-43,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=194349 and: 938 msl [7 agl]; Height gain/loss is: 2050
ArcusM Motor noise registered by ENL sensor at t=['194350', '195057'] and [7, 2116]AGL"
08/30/2024,4536-9239003701.igc,JS-3-18m,4:28:27,180637,223504,HOME,931,7591[7145],284,253,-31,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=180643 and: 905 msl [-2 agl]; Height gain/loss is: 1732
JS-3-18m Motor noise registered by MOP sensor at t=['180639', '180932', '223154'] and [-31, 1735, 1172]AGL"
08/13/2024,4536-9239003213.igc,JS-3-18m,4:07:57,185125,225922,HOME,928,7477[6762],283,254,-29,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=224130 and: 2319 msl [1388 agl]; Height gain/loss is: 266
JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=224935 and: 3313 msl [2355 agl]; Height gain/loss is: -33
JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=225353 and: 2700 msl [1782 agl]; Height gain/loss is: -197
JS-3-18m Motor noise registered by MOP sensor at t=['185126', '185139', '185150', '185155', '205811', '205822', '224130', '224235', '224935', '225126', '225353', '225517'] and [-9, 23, 55, 82, 5712, 5745, 1388, 1621, 2355, 2316, 1782, 1523]AGL"
08/28/2024,4536-9240051960.igc,ArcusM,4:17:59,173438,215237,HOME,925,6256[5767],282,241,-41,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=173438 and: 915 msl [-15 agl]; Height gain/loss is: 1998
ArcusM's ENL monitor reports Engine Run 9 minutes, starts at T=195209 and: 1227 msl [447 agl]; Height gain/loss is: 1499
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=200718 and: 1279 msl [669 agl]; Height gain/loss is: 2559
ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=203127 and: 2125 msl [1683 agl]; Height gain/loss is: 1631
ArcusM's ENL monitor reports Engine Run 2 minutes, starts at T=204349 and: 2286 msl [1722 agl]; Height gain/loss is: 889
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=205302 and: 1601 msl [939 agl]; Height gain/loss is: 1171
ArcusM Motor noise registered by ENL sensor at t=['173439', '174144', '195209', '200153', '200718', '201047', '203127', '203633', '204349', '204609', '205302', '205643', '215222', '215229'] and [-15, 2001, 447, 2044, 669, 3209, 1683, 3307, 1722, 2608, 939, 2192, 69, 55]AGL"
08/19/2024,4536-9239003377.igc,JS-3-18m,5:38:59,182037,235936,HOME,938,8038[7162],286,242,-44,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=235215 and: 4081 msl [3110 agl]; Height gain/loss is: -17
JS-3-18m Motor noise registered by MOP sensor at t=['235215', '235325'] and [3110, 3136]AGL"
08/14/2024,4536-9239003253.igc,JS-3-18m,6:15:00,174055,235555,HOME,944,7949[7192],288,242,-46,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=235443 and: 1574 msl [623 agl]; Height gain/loss is: -528
JS-3-18m Motor noise registered by MOP sensor at t=['174057', '174516', '235417'] and [17, 2221, 1040]AGL"
08/24/2024,4536-9239003541.igc,JS-3-18m,5:00:29,185852,235921,HOME,931,8195[6749],284,238,-46,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=185859 and: 905 msl [-2 agl]; Height gain/loss is: 896
JS-3-18m Motor noise registered by MOP sensor at t=['185855', '190056', '235720'] and [-31, 889, 670]AGL"
08/15/2024,4536-9240051782.igc,ArcusM,4:12:05,180816,222021,HOME,931,8589[6864],284,265,-19,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=180816 and: 918 msl [-29 agl]; Height gain/loss is: 2054
ArcusM Motor noise registered by ENL sensor at t=['180817', '181318', '221602', '221619'] and [-35, 2057, 1536, 1444]AGL"
08/19/2024,4536-9240051840.igc,ArcusM,4:40:10,183819,231829,HOME,938,8763[7133],286,225,-61,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=183819 and: 935 msl [10 agl]; Height gain/loss is: 1975
ArcusM Motor noise registered by ENL sensor at t=['183820', '184315', '231823', '231826'] and [13, 2044, 72, 69]AGL"
08/19/2024,4536-9241100427.igc,JS-1-21m,5:39:43,175203,233146,HOME,948,8795[7143],289,237,-52,"JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=175205 and: 954 msl [16 agl]; Height gain/loss is: 2057
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=192340 and: 6213 msl [5370 agl]; Height gain/loss is: 250
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=192943 and: 6220 msl [5525 agl]; Height gain/loss is: 528
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=193417 and: 6145 msl [5457 agl]; Height gain/loss is: -1057
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=194715 and: 5187 msl [4544 agl]; Height gain/loss is: -1306
JS-1-21m's MOP monitor reports Engine Run 12 minutes, starts at T=200620 and: 6358 msl [5902 agl]; Height gain/loss is: -1414
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=210236 and: 4960 msl [4360 agl]; Height gain/loss is: 66
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=211517 and: 5823 msl [5236 agl]; Height gain/loss is: 226
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=212221 and: 7267 msl [6697 agl]; Height gain/loss is: -919
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=213432 and: 6856 msl [6079 agl]; Height gain/loss is: -282
JS-1-21m's MOP monitor reports Engine Run 7 minutes, starts at T=214200 and: 7168 msl [5941 agl]; Height gain/loss is: -1076
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=215246 and: 7273 msl [6020 agl]; Height gain/loss is: -161
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=220229 and: 7096 msl [5144 agl]; Height gain/loss is: 486
JS-1-21m's MOP monitor reports Engine Run 13 minutes, starts at T=220615 and: 8287 msl [6267 agl]; Height gain/loss is: -1522
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=223407 and: 6961 msl [4757 agl]; Height gain/loss is: 164
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=224738 and: 6243 msl [3980 agl]; Height gain/loss is: 568
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=225438 and: 7194 msl [5023 agl]; Height gain/loss is: 253
JS-1-21m's MOP monitor reports Engine Run 24 minutes, starts at T=230617 and: 6958 msl [5095 agl]; Height gain/loss is: -5915
JS-1-21m Motor noise registered by ENL sensor at t=['233111', '233113'] and [108, 115]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['175204', '175559', '192125', '192624', '192805', '193255', '193407', '194049', '194352', '195629', '200204', '200337', '200609', '201856', '202700', '203110', '204028', '204542', '205254', '205937', '210204', '211131', '211505', '211846', '212211', '213207', '213423', '213913', '214132', '214901', '215225', '215723', '215815', '220332', '220603', '222010', '222105', '222140', '222650', '223050', '223352', '223811', '224122', '225106', '225347', '230530', '230606', '233109', '233121'] and [20, 2139, 5867, 5706, 5807, 6082, 5561, 4462, 5617, 3419, 5469, 5705, 5984, 4603, 5443, 5296, 5217, 4790, 5236, 4603, 4734, 4406, 5384, 5472, 6866, 5597, 6254, 5623, 6162, 4816, 6171, 5321, 5236, 5607, 6500, 4679, 4367, 4586, 4764, 4278, 4977, 4872, 5627, 4502, 5137, 5758, 5269, 105, 102]AGL"
08/26/2024,4536-9241100539.igc,EB29R,4:38:44,171457,215341,HOME,931,9973[8067],284,220,-64,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=171457 and: 931 msl [-16 agl]; Height gain/loss is: 1975
EB29R Motor noise registered by ENL sensor at t=['171458', '172014'] and [-16, 2031]AGL"
08/23/2024,4536-9239003509.igc,JS-3-18m, 7:24:59,180102,012601,HOME,944,7795[7271],288,239,-49,"JS-3-18m's MOP monitor reports Engine Run 3 minutes, starts at T=180109 and: 925 msl [13 agl]; Height gain/loss is: 1437
JS-3-18m Motor noise registered by MOP sensor at t=['180105', '180451', '012445'] and [23, 1500, 237]AGL"
08/28/2024,4536-9239003645.igc,JS-3-18m,3:17:47,180921,212708,LOUT,931,6286[5706],284,248,-36,"JS-3-18m Motor noise registered by ENL sensor at t=['211955', '212121', '212502', '212538'] and [1217, 1263, 558, 551]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['211956', '212125', '212505', '212542'] and [1223, 1257, 552, 535]AGL"
08/15/2024,4536-9240051788.igc,HpHTwinshark,4:33:57,175214,222611,HOME,948,8953[7241],289,261,-28,"HpHTwinshark's ENL monitor reports Engine Run 6 minutes, starts at T=175218 and: 948 msl [23 agl]; Height gain/loss is: 2208
HpHTwinshark Motor noise registered by ENL sensor at t=['175218', '175818'] and [23, 2248]AGL"
08/29/2024,4536-9241100583.igc,EB29RGBD,6:05:26,175140,235706,HOME,938,6555[5463],286,249,-37,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=175140 and: 931 msl [6 agl]; Height gain/loss is: 2185
EB29RGBD Motor noise registered by ENL sensor at t=['175141', '175703', '224929', '224934', '235640', '235650', '235702', '235705'] and [6, 2231, 3747, 3685, 102, 105, 105, 105]AGL"
08/26/2024,4536-9241100542.igc,EB29R,4:38:30,171536,215406,HOME,925,9727[7855],282,232,-50,"EB29R's ENL monitor reports Engine Run 4 minutes, starts at T=171536 and: 931 msl [-16 agl]; Height gain/loss is: 1995
EB29R Motor noise registered by ENL sensor at t=['171537', '172032', '215359', '215401'] and [-12, 2051, 75, 72]AGL"
08/13/2024,4536-9240051750.igc,ArcusM,4:21:42,181653,223835,HOME,948,7463[7135],289,252,-37,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=181653 and: 944 msl [6 agl]; Height gain/loss is: 1785
ArcusM Motor noise registered by ENL sensor at t=['181654', '182304', '202906', '202907'] and [6, 1863, 4918, 4908]AGL"
08/22/2024,4536-9241100477.igc,JS-1-21m,5:42:22,181303,235525,HOME,938,11338[9131],286,260,-26,"JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=234236 and: 6397 msl [5695 agl]; Height gain/loss is: -3907
JS-1-21m Motor noise registered by ENL sensor at t=['235512', '235518'] and [79, 85]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['191217', '191218', '234233', '235036', '235514'] and [6568, 6568, 5712, 1628, 86]AGL"
08/22/2024,4536-9241100488.igc,EB29R, 5:41:44,182408,000552,HOME,938,11230[9095],286,261,-25,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=182408 and: 938 msl [13 agl]; Height gain/loss is: 2011
EB29R Motor noise registered by ENL sensor at t=['182409', '182804'] and [13, 2083]AGL"
08/28/2024,4536-9241100569.igc,EB29R,3:15:59,180737,212336,HOME,931,6230[5650],284,238,-46,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=180737 and: 921 msl [-26 agl]; Height gain/loss is: 2054
EB29R's ENL monitor reports Engine Run 8 minutes, starts at T=205118 and: 1397 msl [771 agl]; Height gain/loss is: 4032
EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=211248 and: 2217 msl [1453 agl]; Height gain/loss is: 607
EB29R Motor noise registered by ENL sensor at t=['180738', '181247', '181422', '181423', '205118', '205926', '205929', '205930', '211248', '211610', '211613', '211614', '212310', '212312', '212319', '212321', '212327', '212328'] and [-26, 2096, 2628, 2638, 771, 4829, 4826, 4826, 1453, 1988, 1991, 1988, 59, 59, 75, 75, 82, 82]AGL"
08/11/2024,4536-9239003161.igc,JS-3-18m,4:15:23,181719,223242,HOME,931,6824[6218],284,245,-39,"JS-3-18m's RPM monitor reports Engine Run 198 minutes, starts at T=182344 and: 3198 msl [2342 agl]; Height gain/loss is: 2241"
08/12/2024,4536-9239003196.igc,Ventus3M,3:39:39,182852,220831,HOME,938,6866[5895],286,258,-28,"Ventus3M's MOP monitor reports Engine Run 3 minutes, starts at T=182852 and: 941 msl [10 agl]; Height gain/loss is: 1637
Ventus3M Motor noise registered by ENL sensor at t=['182904', '183200'] and [88, 1641]AGL
Ventus3M Motor noise registered by MOP sensor at t=['182853', '183206'] and [10, 1627]AGL"
08/15/2024,4536-9239003281.igc,JS-3-18m,4:29:54,182253,225247,HOME,941,7509[6555],287,263,-24,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=224842 and: 1804 msl [846 agl]; Height gain/loss is: 121
JS-3-18m Motor noise registered by MOP sensor at t=['224842', '225035'] and [846, 984]AGL"
08/14/2024,4536-9241100345.igc,EB29RGBD,3:14:53,182935,214428,HOME,931,7542[6315],284,254,-30,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=182935 and: 921 msl [-16 agl]; Height gain/loss is: 2031
EB29RGBD Motor noise registered by ENL sensor at t=['182936', '183419'] and [-19, 1965]AGL"
08/22/2024,4536-9241100478.igc,JS-1-21m,5:43:39,180217,234556,HOME,925,8782[7792],282,259,-23,"JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=180220 and: 912 msl [-18 agl]; Height gain/loss is: 2149
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=191820 and: 6286 msl [5496 agl]; Height gain/loss is: -844
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=202304 and: 7398 msl [6237 agl]; Height gain/loss is: -745
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=203958 and: 6781 msl [5259 agl]; Height gain/loss is: 43
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=213836 and: 7175 msl [5250 agl]; Height gain/loss is: 131
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=220525 and: 7992 msl [6998 agl]; Height gain/loss is: -1083
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=222140 and: 7191 msl [6532 agl]; Height gain/loss is: -1325
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=223727 and: 6377 msl [5892 agl]; Height gain/loss is: -915
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=231137 and: 7047 msl [6572 agl]; Height gain/loss is: -1349
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=232726 and: 6902 msl [6259 agl]; Height gain/loss is: -2352
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=234002 and: 2956 msl [2035 agl]; Height gain/loss is: -1949
JS-1-21m Motor noise registered by ENL sensor at t=['234550', '234551'] and [79, 76]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['180218', '180739', '191624', '191715', '191756', '192147', '192637', '193027', '193208', '193426', '193717', '193855', '194842', '194918', '195835', '200344', '200502', '200620', '202242', '202929', '203416', '204139', '211548', '212211', '212530', '212655', '213812', '214123', '214407', '214954', '215201', '215537', '220515', '221153', '221252', '221738', '222131', '222814', '223019', '223108', '223517', '224554', '224906', '224939', '225030', '225410', '225726', '230106', '230807', '230833', '231130', '231713', '232718', '233231', '233953', '234518', '234548'] and [-12, 2107, 5702, 6089, 5699, 4711, 5708, 5006, 4708, 4200, 3523, 3343, 4875, 5013, 5742, 4534, 4049, 4511, 6365, 5112, 6401, 5194, 4902, 4219, 4153, 4071, 5312, 5817, 6575, 5708, 5286, 4498, 7215, 5997, 5913, 5460, 6644, 5276, 4892, 5052, 6053, 4921, 4786, 5256, 4514, 4823, 4452, 3533, 4701, 5315, 6739, 5229, 6391, 3825, 2116, 76, 95]AGL"
08/11/2024,4536-9240051724.igc,HpHTwinshark,3:04:50,200408,230858,HOME,938,7532[6916],286,257,-29,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=200445 and: 1105 msl [164 agl]; Height gain/loss is: 1772
HpHTwinshark Motor noise registered by ENL sensor at t=['200445', '201014', '230331', '230406'] and [164, 1949, 1502, 1643]AGL"
08/28/2024,4536-9240051966.igc,ASG32Mi,4:19:46,173036,215022,HOME,931,6564[6040],284,244,-40,"ASG32Mi's ENL monitor reports Engine Run 9 minutes, starts at T=200421 and: 1755 msl [932 agl]; Height gain/loss is: 2011
ASG32Mi's ENL monitor reports Engine Run 20 minutes, starts at T=203554 and: 1673 msl [903 agl]; Height gain/loss is: 3120
ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=213600 and: 2778 msl [2034 agl]; Height gain/loss is: 758
ASG32Mi Motor noise registered by ENL sensor at t=['173130', '173131', '174949', '174950', '200421', '201408', '201647', '201648', '203554', '205653', '213600', '213949', '214945', '214947'] and [190, 197, 2917, 2907, 932, 3137, 3714, 3701, 903, 4219, 2034, 2720, 105, 105]AGL"
08/30/2024,4536-9240051994.igc,ArcusM,4:44:25,175756,224221,HOME,938,7667[7182],286,262,-24,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=175756 and: 935 msl [4 agl]; Height gain/loss is: 2086
ArcusM Motor noise registered by ENL sensor at t=['175757', '180306', '224200', '224201', '224203', '224209'] and [4, 2155, 111, 118, 99, 99]AGL"
08/14/2024,4536-9240051768.igc,ArcusM,5:17:59,173909,225708,HOME,938,7919[6385],286,247,-39,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173909 and: 935 msl [4 agl]; Height gain/loss is: 2224
ArcusM Motor noise registered by ENL sensor at t=['173910', '174423'] and [7, 2293]AGL"
08/11/2024,4536-9240051722.igc,Twinshark,3:58:01,185527,225328,HOME,925,7083[6500],282,250,-32,"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=185527 and: 928 msl [-2 agl]; Height gain/loss is: 1952
Twinshark Motor noise registered by ENL sensor at t=['185528', '185928'] and [-5, 1919]AGL"
